Year,STUDENT_LEVEL,Country,location,Capital City
2015,UG,Indonesia,"[106.49E,06.09S]",Jakarta
2015,UG,Indonesia,"[106.49E,06.09S]",Jakarta
2017,UG,Ireland,"[06.15W,53.21N]",Dublin
2018,UG,Ireland,"[06.15W,53.21N]",Dublin
2017,UG,Ireland,"[06.15W,53.21N]",Dublin
2017,UG,Ireland,"[06.15W,53.21N]",Dublin
2016,UG,Ireland,"[06.15W,53.21N]",Dublin
2016,UG,Ireland,"[06.15W,53.21N]",Dublin
2017,UG,Ireland,"[06.15W,53.21N]",Dublin
2017,UG,Ireland,"[06.15W,53.21N]",Dublin
2018,UG,Ireland,"[06.15W,53.21N]",Dublin
2017,UG,Ireland,"[06.15W,53.21N]",Dublin
2015,UG,Ireland,"[06.15W,53.21N]",Dublin
2016,UG,Ireland,"[06.15W,53.21N]",Dublin
2018,UG,Italy,"[12.29E,41.54N]",Roma (Rome)
2017,UG,Italy,"[12.29E,41.54N]",Roma (Rome)
2016,UG,Italy,"[12.29E,41.54N]",Roma (Rome)
2017,UG,Jamaica,"[76.50W,18.00N]",Kingston
2018,UG,Jamaica,"[76.50W,18.00N]",Kingston
2017,UG,Jordan,"[35.52E,31.57N]",Amman
2018,UG,Jordan,"[35.52E,31.57N]",Amman
2016,UG,Jordan,"[35.52E,31.57N]",Amman
2015,UG,Kazakhstan,"[71.30E,51.10N]",Astana
2015,UG,Kazakhstan,"[71.30E,51.10N]",Astana
2016,UG,Kazakhstan,"[71.30E,51.10N]",Astana
2015,UG,Kazakhstan,"[71.30E,51.10N]",Astana
2017,UG,Kenya,"[36.48E,01.17S]",Nairobi
2018,UG,Lebanon,"[35.31E,33.53N]",Bayrut (Beirut)
2016,UG,Lebanon,"[35.31E,33.53N]",Bayrut (Beirut)
2017,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2018,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2016,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2018,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2015,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2016,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2018,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2017,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2017,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2016,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2016,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2017,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2016,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2018,UG,Malaysia,"[101.41E,03.09N]",Kuala Lumpur
2017,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2016,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2018,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2017,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2018,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2018,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2017,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2018,UG,Mexico,"[99.10W,19.20N]",Ciudad de México (Mexico City)
2017,UG,Netherlands,"[04.54E,52.23N]",Amsterdam
2017,UG,New Zealand,"[174.46E,41.19S]",Wellington
2018,UG,Nigeria,"[07.32E,09.05N]",Abuja
2017,UG,Nigeria,"[07.32E,09.05N]",Abuja
2018,UG,Nigeria,"[07.32E,09.05N]",Abuja
2017,UG,Nigeria,"[07.32E,09.05N]",Abuja
2015,UG,Nigeria,"[07.32E,09.05N]",Abuja
2017,UG,Nigeria,"[07.32E,09.05N]",Abuja
2017,UG,Nigeria,"[07.32E,09.05N]",Abuja
2015,UG,Nigeria,"[07.32E,09.05N]",Abuja
2018,UG,Nigeria,"[07.32E,09.05N]",Abuja
2016,UG,Nigeria,"[07.32E,09.05N]",Abuja
2015,UG,Nigeria,"[07.32E,09.05N]",Abuja
2016,UG,Nigeria,"[07.32E,09.05N]",Abuja
2018,UG,Nigeria,"[07.32E,09.05N]",Abuja
2017,UG,Pakistan,"[73.10E,33.40N]",Islamabad
2018,UG,Pakistan,"[73.10E,33.40N]",Islamabad
2016,UG,Pakistan,"[73.10E,33.40N]",Islamabad
2018,UG,Pakistan,"[73.10E,33.40N]",Islamabad
2016,UG,Pakistan,"[73.10E,33.40N]",Islamabad
2017,UG,Panama,"[79.25W,09.00N]",Ciudad de Panamá (Panama City)
2018,UG,Panama,"[79.25W,09.00N]",Ciudad de Panamá (Panama City)
2017,UG,Panama,"[79.25W,09.00N]",Ciudad de Panamá (Panama City)
2016,UG,Panama,"[79.25W,09.00N]",Ciudad de Panamá (Panama City)
2017,UG,Peru,"[77.00W,12.00S]",Lima
2018,UG,Philippines,"[121.03E,14.40N]",Manila
2015,UG,Philippines,"[121.03E,14.40N]",Manila
2015,UG,Poland,"[21.00E,52.13N]",Warszawa (Warsaw)
2016,UG,Poland,"[21.00E,52.13N]",Warszawa (Warsaw)
2017,UG,Poland,"[21.00E,52.13N]",Warszawa (Warsaw)
2017,UG,Poland,"[21.00E,52.13N]",Warszawa (Warsaw)
2017,UG,Portugal,"[09.10W,38.42N]",Lisboa (Lisbon)
2017,UG,Portugal,"[09.10W,38.42N]",Lisboa (Lisbon)
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Romania,"[26.10E,44.27N]",Bucuresti (Bucharest)
2018,UG,Romania,"[26.10E,44.27N]",Bucuresti (Bucharest)
2018,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2016,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2017,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2016,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2018,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2015,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2017,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2016,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2016,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2017,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2015,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2017,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2016,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2016,UG,Spain,"[03.45W,40.25N]",Madrid
2015,UG,Spain,"[03.45W,40.25N]",Madrid
2017,UG,Spain,"[03.45W,40.25N]",Madrid
2018,UG,Spain,"[03.45W,40.25N]",Madrid
2017,UG,Spain,"[03.45W,40.25N]",Madrid
2016,UG,Spain,"[03.45W,40.25N]",Madrid
2015,UG,Sweden,"[18.03E,59.20N]",Stockholm
2015,UG,Sweden,"[18.03E,59.20N]",Stockholm
2018,UG,Sweden,"[18.03E,59.20N]",Stockholm
2016,UG,Sweden,"[18.03E,59.20N]",Stockholm
2016,UG,Sweden,"[18.03E,59.20N]",Stockholm
2015,UG,Switzerland,"[07.28E,46.57N]",Bern
2016,UG,Switzerland,"[07.28E,46.57N]",Bern
2018,UG,Switzerland,"[07.28E,46.57N]",Bern
2016,UG,Switzerland,"[07.28E,46.57N]",Bern
2017,UG,Switzerland,"[07.28E,46.57N]",Bern
2018,UG,Switzerland,"[07.28E,46.57N]",Bern
2017,UG,Switzerland,"[07.28E,46.57N]",Bern
2015,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2017,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2017,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2018,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2018,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Turkey,"[32.54E,39.57N]",Ankara
2017,UG,Turkey,"[32.54E,39.57N]",Ankara
2017,UG,Turkey,"[32.54E,39.57N]",Ankara
2018,UG,Turkey,"[32.54E,39.57N]",Ankara
2016,UG,Turkey,"[32.54E,39.57N]",Ankara
2015,UG,Turkey,"[32.54E,39.57N]",Ankara
2018,UG,Turkey,"[32.54E,39.57N]",Ankara
2015,UG,Turkey,"[32.54E,39.57N]",Ankara
2015,UG,Uganda,"[32.30E,00.20N]",Kampala
2018,UG,United Arab Emirates,"[54.22E,24.28N]",Abu Zaby (Abu Dhabi)
2017,UG,Venezuela,"[66.55W,10.30N]",Caracas
2017,UG,Venezuela,"[66.55W,10.30N]",Caracas
2018,UG,Venezuela,"[66.55W,10.30N]",Caracas
2016,UG,Venezuela,"[66.55W,10.30N]",Caracas
2015,UG,Sweden,,Stockholm
2015,UG,Sweden,,Stockholm
2018,UG,Sweden,,Stockholm
2016,UG,Sweden,,Stockholm
2016,UG,Sweden,,Stockholm
2015,UG,Switzerland,,Bern
2016,UG,Switzerland,,Bern
2018,UG,Switzerland,,Bern
2016,UG,Switzerland,,Bern
2017,UG,Switzerland,,Bern
2018,UG,Switzerland,,Bern
2017,UG,Switzerland,,Bern
2016,UG,Syria,,Dimashq (Damascus)
2015,UG,Thailand,,Krung Thep (Bangkok)
2017,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2017,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2018,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2018,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Turkey,,Ankara
2017,UG,Turkey,,Ankara
2017,UG,Turkey,,Ankara
2018,UG,Turkey,,Ankara
2016,UG,Turkey,,Ankara
2015,UG,Turkey,,Ankara
2018,UG,Turkey,,Ankara
2015,UG,Turkey,,Ankara
2015,UG,Uganda,,Kampala
2018,UG,United Arab Emirates,,Abu Zaby (Abu Dhabi)
2016,UG,United Kingdom,,London
2018,UG,United Kingdom,,London
2016,UG,United Kingdom,,London
2015,UG,United Kingdom,,London
2016,UG,United Kingdom,,London
2017,UG,Venezuela,,Caracas
2017,UG,Venezuela,,Caracas
2018,UG,Venezuela,,Caracas
2016,UG,Venezuela,,Caracas
